1479823,Alice Sebold,https://covers.openlibrary.org/a/olid/OL1479823A-M.jpg,1964,,
335424,William Golding,https://covers.openlibrary.org/a/olid/OL335424A-M.jpg,19 September 1911,19 June 1993,"The winner of the 1983 Nobel Prize in Literature, William Golding is among the most popular and influential British authors to have emerged in the second half of the twentieth century. Golding's reputation rests primarily upon his first novel, Lord of the Flies (1954), which is consistently regarded as an effective and disturbing portrayal of the fragility of civilization. 

**Childhood and college years**
Golding was born in Saint Columb Minor in Cornwall, England, in 1911. His father, Alex, was a schoolmaster, while his mother, Mildred, was active in the Women's Suffrage Movement (the movement for women's right to vote). As a boy, his favorite authors included H. G. Wells (1866–1946), Jules Verne (1828–1905), and Edgar Rice Burroughs (1875–1950). Since the age of seven, Golding had been writing stories, and at the age of twelve he attempted to write a novel. 

Golding remained an enthusiastic writer and, upon entering Brasenose College of Oxford University, abandoned his plans to study science, preferring to read English literature. At twenty-two, a year before taking his degree in English, Golding saw his first literary work published—a poetry collection simply titled Poems.
 
After graduating from Oxford in 1935, Golding continued the family tradition by becoming a schoolmaster in Salisbury, Wiltshire. His teaching career was interrupted in 1940, however, with the outbreak of World War II (1939–45). Lieutenant Golding served five years in the British Royal Navy and saw active duty in the North Atlantic, commanding a rocket launching craft. 

**Lord of the Flies** 
Golding had enhanced his knowledge of Greek history and mythology by reading while at sea, and when he returned to his post at Bishop Wordsworth's School in 1945, he began furthering his writing career. He wrote three novels, all of which went unpublished. But his frustration would not last long, when, in 1954, Golding created The Lord of the Flies. The novel was rejected by twenty-one publishers before Faber & Faber accepted the forty-three-year-old schoolmaster's book. 

Initially, the tale of a group of schoolboys stranded on an island during their escape from war received mixed reviews and sold only modestly in its hardcover edition. But when the paperback edition was published in 1959, thus making the book more accessible to students, the novel began to sell briskly. Teachers, aware of the student interest and impressed by the strong theme and symbolism of the work, began assigning Lord of the Flies to their literature classes. As the novel's reputation grew, critics reacted by drawing scholarly reviews out of what was previously dismissed as just another adventure story. 

The author's extremely productive output—five novels in ten years—and the high quality of his work established him as one of the late twentieth-century's most distinguished writers. This view of Golding was cemented in 1965, when the author was named a Commander of the British Empire. 

**Later works**
After the success of Lord of the Flies, Golding enjoyed success with other novels, including Pincher Martin (1957), Free Fall (1959), and The Pyramid (1967). The author's creative output then dropped drastically. He produced no novels and only a handful of novellas (short novels), short stories, and other occasional pieces. 

In 1979 Golding returned with the publi cation of Darkness Visible which received mixed reviews. The author faced his harshest criticism to date with the publication of his 1984 novel The Paper Men, a drama about an aging, suc cessful novelist's conflicts with his pushy, over-bearing biographer. Departing briefly from fic tion, Golding wrote a book containing essays, reviews, and lectures. A Moving Target appeared in 1982, one year prior to the author's receipt of the Nobel Prize in Literature. 

William Golding died in England in 1993. A year after his death, The Double Tongue was released, published from a manu script Golding completed before he died.

[Source][1]


  [1]: http://www.notablebiographies.com/Gi-He/Golding-William.html"
9388,William Shakespeare,https://covers.openlibrary.org/a/olid/OL9388A-M.jpg,20 April 1564,23 April 1616,"William Shakespeare was an English poet and playwright, widely regarded as the greatest writer in the English language and the world's pre-eminent dramatist.  He is often called England's national poet and the ""Bard of Avon"".  His surviving works, including some collaborations, consist of 38 plays,[c]  154 sonnets, two long narrative poems, and several other poems. His plays have been translated into every major living language and are performed more often than those of any other playwright. He has invented over 1700 words some of which are common. ([Source][1].)

[1]:https://en.wikipedia.org/wiki/William_Shakespeare

Looking for the '[First Folio](https://openlibrary.org/works/OL362289W/Plays)'?"
1433006,Gillian Flynn,https://covers.openlibrary.org/a/olid/OL1433006A-M.jpg,1971-02-24,,"Flynn, who lives in Chicago, grew up in Kansas City, Missouri. She graduated at the University of Kansas, and qualified for a Master's degree from Northwestern University."
7520251,Kathryn Stockett,https://covers.openlibrary.org/a/olid/OL7520251A-M.jpg,1950s,,
25788,John Steinbeck,https://covers.openlibrary.org/a/olid/OL25788A-M.jpg,27 February 1902,20 December 1968,"John Steinbeck was an American writer. He wrote the Pulitzer Prize-winning novel *The Grapes of Wrath* (1939) and the novella *Of Mice and Men* (1937). He wrote a total of 27 books, including 16 novels, six non-fiction books, and five collections of short stories. In 1962, Steinbeck received the Nobel Prize for Literature ([Source][1]).

[1]:https://en.wikipedia.org/wiki/John_Steinbeck"
2645460,Arthur Golden,https://covers.openlibrary.org/a/olid/OL2645460A-M.jpg,"December 6, 1956",,Arthur Sulzberger Golden is an American writer. He is the author of the bestselling novel *Memoirs of a Geisha* (1997).
7093600,E. L. James,https://covers.openlibrary.org/a/olid/OL7093600A-M.jpg,7 March 1963,,
112771,Ben Jonson,https://covers.openlibrary.org/a/olid/OL112771A-M.jpg,11 June 1573,6 August 1637,"Jonson was an English playwright, poet and literary critic in the 17th century."
221009,Lois Lowry,https://covers.openlibrary.org/a/olid/OL221009A-M.jpg,20 March 1937,,"Lois Ann Lowry (/ˈlaʊəri/;[2] née Hammersberg; March 20, 1937) is an American writer. She is the author of several books for children and young adults, including The Giver Quartet, Number the Stars, and Rabble Starkey. She is known for writing about difficult subject matters, dystopias, and complex themes in works for young audiences.

Lowry has won two Newbery Medals: for Number the Stars in 1990 and The Giver in 1994. Her book Gooney Bird Greene won the 2002 Rhode Island Children's Book Award.
https://en.wikipedia.org/wiki/Lois_Lowry"
31574,C. S. Lewis,https://covers.openlibrary.org/a/olid/OL31574A-M.jpg,29 November 1898,22 November 1963,"Clive Staples Lewis was an Irish-born British novelist, academic, medievalist, literary critic, essayist, lay theologian and Christian apologist."
3056525,Audrey Niffenegger,https://covers.openlibrary.org/a/olid/OL3056525A-M.jpg,13 Jun 1963,,"Audrey Niffenegger (born June 13, 1963) is an American writer, artist, and academic. Her debut novel, *The Time Traveler's Wife,* published in 2003, was a bestseller."
234664,George R. R. Martin,https://covers.openlibrary.org/a/olid/OL234664A-M.jpg,20 September 1948,,"George Raymond Richard Martin (born September 20, 1948), sometimes referred to as GRRM, is an American author and screenwriter of fantasy, horror, and science fiction. He is best known for his ongoing *A Song of Ice and Fire* series of epic fantasy novels.

Critics have described Martin's work as dark and cynical. His first novel, Dying of the Light, set the tone for most of his future work; it is set on a mostly abandoned planet that is slowly becoming uninhabitable as it moves away from its sun. This story, and many of Martin's others, have a strong sense of melancholy. His characters are often unhappy, or at least unsatisfied - trying to stay idealistic in a ruthless world. Many have elements of tragic heroes in them. Reviewer T. M. Wagner writes, ""Let it never be said Martin doesn't share Shakespeare's fondness for the senselessly tragic."" This gloominess can be an obstacle for some readers. The Inchoatus Group writes, ""If this absence of joy is going to trouble you, or you’re looking for something more affirming, then you should probably seek elsewhere.""

([Source][1])


  [1]: http://en.wikipedia.org/wiki/George_R._R._Martin"
30835,Elizabeth Gilbert,https://covers.openlibrary.org/a/olid/OL30835A-M.jpg,1969,,"Elizabeth Gilbert is an award-winning writer of both fiction and non-fiction. Her short story collection Pilgrims was a finalist for the PEN/Hemingway award, and her novel Stern Men was a New York Times notable book. Her 2002 book The Last American Man was a finalist for both the National Book Award and the National Book Critic’s Circle Award.

Her memoir, Eat, Pray, Love, spent 57 weeks in the #1 spot on the New York Times paperback bestseller list. It has shipped over 6 million copies in the US and has been published in over thirty languages. A film adaptation of the book was released by Columbia Pictures."
30765,Rick Riordan,https://covers.openlibrary.org/a/olid/OL30765A-M.jpg,5 Jun 1964,,
25161,Orson Scott Card,https://covers.openlibrary.org/a/olid/OL25161A-M.jpg,"August 24, 1951",,"Orson Scott Card is an American novelist, critic, public speaker, essayist and columnist. He writes in several genres but is known best for science fiction. His novel Ender's Game (1985) and its sequel Speaker for the Dead (1986) both won Hugo and Nebula Awards, making Card the only author to win both science fiction's top U.S. prizes in consecutive years."
25342,Mary Shelley,https://covers.openlibrary.org/a/olid/OL25342A-M.jpg,30 August 1797,1 February 1851,"Mary Wollstonecraft Shelley was a British novelist, short story writer, dramatist, essayist, biographer, and travel writer, best known for her Gothic novel Frankenstein: or, The Modern Prometheus (1818). She also edited and promoted the works of her husband, the Romantic poet and philosopher Percy Bysshe Shelley. Her father was the political philosopher  William Godwin, and her mother was the philosopher and feminist Mary Wollstonecraft. ([Source][1].)

[1]: https://en.wikipedia.org/wiki/Mary_Shelley"
19981,Stephen King,https://covers.openlibrary.org/a/olid/OL19981A-M.jpg,21 September 1947,,"Stephen Edwin King (born September 21, 1947) is an American author of horror, supernatural fiction, suspense, crime, science-fiction, and fantasy novels. His books have sold more than 350 million copies, and many have been adapted into films, television series, miniseries, and comic books. King has published 63 novels, including seven under the pen name Richard Bachman, and five non-fiction books. He has also written approximately 200 short stories, most of which have been published in book collections.

King has received Bram Stoker Awards, World Fantasy Awards, and British Fantasy Society Awards. In 2003, the National Book Foundation awarded him the Medal for Distinguished Contribution to American Letters. He has also received awards for his contribution to literature for his entire bibliography, such as the 2004 World Fantasy Award for Life Achievement and the 2007 Grand Master Award from the Mystery Writers of America. In 2015, he was awarded with a National Medal of Arts from the U.S. National Endowment for the Arts for his contributions to literature. He has been described as the ""King of Horror"", a play on his surname and a reference to his high standing in pop culture."
38952,Helen Fielding,https://covers.openlibrary.org/a/olid/OL38952A-M.jpg,19 Feb 1958,,"Helen Fielding (born 19 February 1958) is an English novelist and screenwriter, best known as the creator of the fictional character Bridget Jones, and a sequence of novels and films beginning with the life of a thirty something singleton in London trying to make sense of life and love. Bridget Jones's Diary (1996) and The Edge of Reason (1999) were published in 40 countries and sold more than 15 million copies. The two films of the same name achieved international success. In a survey conducted by *The Guardian* newspaper, *Bridget Jones's Diary* was named as one of the ten novels that best defined the 20th century.

**Source**: [Helen Fielding](https://en.wikipedia.org/wiki/Helen_Fielding) on Wikipedia."
29774,Louis Sachar,https://covers.openlibrary.org/a/olid/OL29774A-M.jpg,1954,,
1427597,Lauren Weisberger,https://covers.openlibrary.org/a/olid/OL1427597A-M.jpg,1977,,
18404,Όμηρος,https://covers.openlibrary.org/a/olid/OL18404A-M.jpg,,,"Ο Όμηρος είναι ο δημιουργός των ποιητικών έργων της Ιλιάδας και της Οδύσσειας, από τα πρώτα κείμενα της Ιστορικής περιόδου της αρχαίας Ελλάδας, γνωστών ως «Ομηρικά Έπη». Η Ιλιάδα αποτελείται από 15.693 στίχους και αναφέρεται στις τελευταίες πενήντα μία, αποφασιστικής σημασίας ημέρες του πολέμου της Τροίας, ο οποίος συνολικά διήρκεσε, σύμφωνα με τον μύθο, 10 χρόνια. Η Οδύσσεια αποτελείται από 12.110 στίχους και περιγράφει τον δεκαετή αγώνα του Οδυσσέα για τον νόστο (επιστροφή στην πατρίδα του Ιθάκη μετά την κατάληψη της Τροίας).

Η γλώσσα των κειμένων είναι η ομηρική ελληνική, μια λογοτεχνική γλώσσα με ανάμειξη χαρακτηριστικών από την ιωνική και την αιολική διάλεκτο με κύρια επιρροή την ανατολική ιωνική διάλεκτο. Πολλοί ερευνητές πιστεύουν ότι αρχικά τα ποιήματα μεταδόθηκαν προφορικά.


----------


Homer (Ancient Greek: Ὅμηρος) was an ancient Greek author and epic poet. He is the reputed author of the Iliad and the Odyssey, the two epic poems that are the foundational works of ancient Greek literature. He is regarded as one of the greatest and most influential authors of all time. The Homeric epics were the greatest influence on ancient Greek culture and education. From antiquity until the present day, the influence of Homeric epic on Western civilization has been great, inspiring many of its most famous works of literature, music, art and film.

The poems are in Homeric Greek, also known as Epic Greek, a literary language which shows a mixture of features of the Ionic and Aeolic dialects from different centuries; the predominant influence is Eastern Ionic. Most researchers believe that the poems were originally transmitted orally.

The ancient Greeks generally believed that Homer was an historical individual, but modern scholars are skeptical: no reliable biographical information has been handed down from classical antiquity, and the poems themselves manifestly represent the culmination of many centuries of oral story-telling and a well-developed ""formulaic"" system of poetic composition. According to Martin West, ""Homer"" is ""not the name of a historical poet, but a fictitious or constructed name."""
31901,Antoine de Saint-Exupéry,https://covers.openlibrary.org/a/olid/OL31901A-M.jpg,29 June 1900,31 July 1944,"Antoine de Saint-Exupéry (29 June 1900—31 July 1944) was a French writer and aviator. He is best remembered for his novella *The Little Prince (Le Petit Prince)*, and for his books about aviation adventures, including Night Flight and Wind, Sand and Stars.

He was a successful commercial pilot before World War II, joining the Armée de l'Air (French Air Force) on the outbreak of war, flying reconnaissance missions until the armistice with Germany. Following a spell of writing in the United States, he joined the Free French Forces. He disappeared on a reconnaissance flight over the Mediterranean in July 1944.

([Source][1])


  [1]: http://en.wikipedia.org/wiki/Antoine_de_Saint-Exupéry"
34287,Jeannette Walls,https://covers.openlibrary.org/a/olid/OL34287A-M.jpg,"April 21, 1960",,"Jeannette Walls is a writer and journalist. Born in Phoenix, Arizona, she graduated with honors from Barnard College, the women's college affiliated with Columbia University."
237257,Jon Krakauer,https://covers.openlibrary.org/a/olid/OL237257A-M.jpg,12 Apr 1954,,"Jon Krakauer (April 12,1954) is an American writer, journalist, and mountaineer, well-known for outdoor and mountain-climbing writing. In 2003, he ventured into the field of investigative journalism.

**Source**: [Jon Krakauer](https://en.wikipedia.org/wiki/Jon_Krakauer) on Wikipedia."
24638,Charles Dickens,https://covers.openlibrary.org/a/olid/OL24638A-M.jpg,7 February 1812,9 June 1870,"Charles Dickens, was the most popular English novelist of the Victorian era, and one of the most popular of all time. He created some of literature's most iconic characters, with the theme of social reform running throughout his work. The continuing popularity of his novels and short stories is such that they have never gone out of print. ([Source][1].)

[1]:http://en.wikipedia.org/wiki/Charles_Dickens"
28257,Michael Crichton,https://covers.openlibrary.org/a/olid/OL28257A-M.jpg,"October 23, 1942","November 4, 2008",An American writer and filmmaker.
